Age,YearsExperience,Salary,TrainingHours,ProjectsCompleted,Absenteeism,ExpPerAge,TrainingPerProject,SalaryPerExp,AbsenteeismPerProject,Gender,MaritalStatus,Department,Education,PerformanceScore
1.3630261907758734,1.5409224173010487,1.5853256955561958,0.4084761099746821,1.5676145433894297,-0.7267679530107292,1.2328819550988848,-0.60576319570872,-0.42477832969987556,-0.7802139162015821,0,2,0,0,5
0.5521837215457287,0.8947656221229173,0.5193224888957962,0.8298751230159633,1.3528335957200706,-0.20341128977688666,1.0913640554490855,-0.5177063408795847,-0.41465561641308574,-0.5820400317047507,0,0,5,1,5
-0.5829957353764739,-0.720626365822411,-1.1893067643329294,-0.1533892407470262,-0.15063303796544372,-0.7267679530107292,-0.5360917905236077,-0.24111750199319829,-0.2449748097744851,-0.5520136855688672,0,1,1,2,4
1.6873631784679315,1.621692016698315,0.2773926831288971,0.8298751230159633,1.3528335957200706,0.8433020366907982,1.0946808812221278,-0.5177063408795847,-0.46768894135018196,-0.22172387807414817,0,1,3,2,5
-1.1505854638375752,-1.0437047634114767,-0.8112914428221493,-0.9961872668295886,-1.2245377763122396,0.8433020366907982,-0.8410872639067959,0.24916242233019198,-0.0228526881179156,1.3224882089141488,0,1,3,0,4
-0.09649025383838704,-0.1552391700415461,-0.055260799800589296,-0.8557209291491615,-0.580194933304162,1.3666586999246406,0.09568454719871122,-0.18749313527032752,-0.31022614306069807,0.9312878135437801,0,2,5,2,5
1.3630261907758734,1.3793832185065158,0.7536919882324798,-0.012922903066599115,1.782395491058789,0.3199453734569558,1.0559845805366355,-0.6854336834112709,-0.44033808308649985,-0.47051360320004043,0,2,5,2,5
-0.258658747684416,-0.07446957064427968,-0.38791428273007567,-0.1533892407470262,-0.36541398563480293,1.3666586999246406,0.3483950822876387,-0.1436186534061605,-0.34477076757023295,0.7445785339351951,0,2,3,0,4
0.06567824000764191,0.006300028752986732,0.4815209567447183,-0.012922903066599115,0.708490752711993,-1.2501246162445716,0.22778323599519615,-0.48913019808647595,-0.3094285442423829,-0.9085765459324844,0,2,4,0,5
-0.9073327230685317,-0.720626365822411,0.40591789244256227,-0.7152545914687345,-0.7949758809735212,-1.773481279478414,-0.314970072320796,-0.026620035101715026,-0.09507789825144834,-1.1225142621506545,0,1,4,0,5
-0.9073327230685317,-0.720626365822411,-1.5748823922739248,-0.012922903066599115,-1.2245377763122396,0.3199453734569558,-0.314970072320796,0.5709086226674169,-0.281205816825077,0.833487714701188,0,1,5,0,4
0.14676248693065638,0.16783922754751956,0.1942293123965255,-0.43432191610788035,-0.580194933304162,-0.7267679530107292,0.40736087380838826,-0.09096927516916008,-0.350707781330624,-0.43791357025250965,1,1,0,2,4
1.1197734500068302,1.0563048209174501,2.3715975642986185,-0.29385557842745325,0.9232717003813522,1.890015363158483,0.8604664297046758,-0.5754812003828635,-0.36227396369346,0.2869577505808202,0,1,2,2,5
